name,cz,HouseholdIncomeOutcome,Census_Response_Rate_Social_Capital_Proxy,IncarcerationRate,Median_Hhold._Income_of_Residents_in_2012-16,CollegeGradRate,HighSchoolGradRate,EmploymentRate,Poverty_Rate_in_2012-16,Fraction_College_Graduates_in_2012-16
"Pampa, TX_RaceHispanic",cz30904_RaceHispanic,45736.0,77.21,0.0128,52618,0.1405,0.8071,0.8015,0.1427,0.1658
"Pampa, TX_RaceNativeAmerican",cz30904_RaceNativeAmerican,47836.0,77.21,0.024,52618,0,0,0.7692,0.1427,0.1658
"San Francisco, CA_RaceAsian",cz37800_RaceAsian,49937.0,77.92,0.0068,90008,0.467,0.8968,0.7753,0.1097,0.4336
"San Francisco, CA_RaceBlack",cz37800_RaceBlack,29412.0,77.92,0.0312,90008,0.2539,0.8336,0.747,0.1097,0.4336
"San Francisco, CA_RaceWhite",cz37800_RaceWhite,57690.0,77.92,0.0043,90008,0.5255,0.9251,0.7853,0.1097,0.4336
"San Francisco, CA_RaceHispanic",cz37800_RaceHispanic,45083.0,77.92,0.0071,90008,0.2498,0.8117,0.7888,0.1097,0.4336
"San Francisco, CA_RaceNativeAmerican",cz37800_RaceNativeAmerican,34933.0,77.92,0.0213,90008,0.2012,0.804,0.7082,0.1097,0.4336
"Indianapolis, IN_RaceAsian",cz14200_RaceAsian,43418.0,81.74,0.0178,60622,0.3958,0.8651,0.7913,0.1432,0.3277
"Indianapolis, IN_RaceBlack",cz14200_RaceBlack,25451.0,81.74,0.0632,60622,0.2068,0.7641,0.7962,0.1432,0.3277
"Indianapolis, IN_RaceWhite",cz14200_RaceWhite,48805.0,81.74,0.0106,60622,0.4207,0.8808,0.8008,0.1432,0.3277
"Indianapolis, IN_RaceHispanic",cz14200_RaceHispanic,38298.0,81.74,0.0154,60622,0.2265,0.7492,0.7805,0.1432,0.3277
"Indianapolis, IN_RaceNativeAmerican",cz14200_RaceNativeAmerican,30902.0,81.74,0.0102,60622,0.2115,0.8548,0.6918,0.1432,0.3277
"Santa Barbara, CA_RaceAsian",cz38200_RaceAsian,44942.0,78.3,0.008,66462,0.3776,0.8799,0.746,0.1572,0.3247
"Santa Barbara, CA_RaceBlack",cz38200_RaceBlack,32754.0,78.3,0.0407,66462,0.3048,0.772,0.73,0.1572,0.3247
"Santa Barbara, CA_RaceWhite",cz38200_RaceWhite,50927.0,78.3,0.0056,66462,0.4537,0.9221,0.7602,0.1572,0.3247
"Santa Barbara, CA_RaceHispanic",cz38200_RaceHispanic,40258.0,78.3,0.0117,66462,0.1879,0.7842,0.7763,0.1572,0.3247
"Santa Barbara, CA_RaceNativeAmerican",cz38200_RaceNativeAmerican,34555.0,78.3,0.0389,66462,0.3263,0.87,0.7423,0.1572,0.3247
"Rock Springs, UT & WY_RaceAsian",cz36404_RaceAsian,55695.0,80.34,0.0106,65167,0.3159,0.8833,0.8013,0.1158,0.2049
"Rock Springs, UT & WY_RaceBlack",cz36404_RaceBlack,34379.0,80.34,0.0397,65167,0,0,0.6772,0.1158,0.2049
"Rock Springs, UT & WY_RaceWhite",cz36404_RaceWhite,58066.0,80.34,0.009,65167,0.3176,0.8888,0.8116,0.1158,0.2049
"Rock Springs, UT & WY_RaceHispanic",cz36404_RaceHispanic,49176.0,80.34,0.028,65167,0.2422,0.825,0.7926,0.1158,0.2049
"Rock Springs, UT & WY_RaceNativeAmerican",cz36404_RaceNativeAmerican,36462.0,80.34,0.0244,65167,0,0,0.8067,0.1158,0.2049
"Fort Worth, TX_RaceAsian",cz33000_RaceAsian,43764.0,77.37,0.0183,64477,0.3462,0.8489,0.7561,0.1419,0.2789
"Fort Worth, TX_RaceBlack",cz33000_RaceBlack,26808.0,77.37,0.0552,64477,0.2237,0.7953,0.7776,0.1419,0.2789
"Fort Worth, TX_RaceWhite",cz33000_RaceWhite,51431.0,77.37,0.0126,64477,0.3972,0.8825,0.7719,0.1419,0.2789
"Fort Worth, TX_RaceHispanic",cz33000_RaceHispanic,38365.0,77.37,0.019,64477,0.1584,0.7307,0.7679,0.1419,0.2789
"Fort Worth, TX_RaceNativeAmerican",cz33000_RaceNativeAmerican,40327.0,77.37,0.0058,64477,0.1866,0.8122,0.7597,0.1419,0.2789
"San Jose, CA_RaceAsian",cz37500_RaceAsian,48795.0,78.04,0.0072,93702,0.4422,0.8787,0.7647,0.1109,0.4243
"San Jose, CA_RaceBlack",cz37500_RaceBlack,34129.0,78.04,0.0291,93702,0.3011,0.8741,0.7718,0.1109,0.4243
"San Jose, CA_RaceWhite",cz37500_RaceWhite,56900.0,78.04,0.0045,93702,0.5148,0.9233,0.7804,0.1109,0.4243
"San Jose, CA_RaceHispanic",cz37500_RaceHispanic,41447.0,78.04,0.0122,93702,0.2079,0.7732,0.7886,0.1109,0.4243
"San Jose, CA_RaceNativeAmerican",cz37500_RaceNativeAmerican,33859.0,78.04,0.0218,93702,0.1684,0.7778,0.7199,0.1109,0.4243
"Kodiak, AK_RaceAsian",cz34108_RaceAsian,36766.0,75.59,0.0088,80072,0.2528,0.9352,0.7605,0.0914,0.2575
"Kodiak, AK_RaceBlack",cz34108_RaceBlack,44527.0,75.59,0.0,80072,0,0,0.769,0.0914,0.2575
"Kodiak, AK_RaceWhite",cz34108_RaceWhite,40164.0,75.59,0.0034,80072,0.3213,0.9482,0.7585,0.0914,0.2575
"Kodiak, AK_RaceHispanic",cz34108_RaceHispanic,31738.0,75.59,0.0064,80072,0,0,0.6957,0.0914,0.2575
"Kodiak, AK_RaceNativeAmerican",cz34108_RaceNativeAmerican,29302.0,75.59,0.0188,80072,0.1007,0.9114,0.6497,0.0914,0.2575
"Edwardsville, IL_RaceAsian",cz24900_RaceAsian,46858.0,83.4,0.0077,55269,0.3467,0.9037,0.7993,0.1339,0.232
"Edwardsville, IL_RaceBlack",cz24900_RaceBlack,24442.0,83.4,0.0427,55269,0.1982,0.8314,0.7618,0.1339,0.232
"Edwardsville, IL_RaceWhite",cz24900_RaceWhite,49420.0,83.4,0.0061,55269,0.3527,0.9081,0.8095,0.1339,0.232
"Edwardsville, IL_RaceHispanic",cz24900_RaceHispanic,38862.0,83.4,0.0094,55269,0.278,0.8355,0.7921,0.1339,0.232
"Edwardsville, IL_RaceNativeAmerican",cz24900_RaceNativeAmerican,36635.0,83.4,0.0,55269,0,0.8984,0.6754,0.1339,0.232
"Lansing, MI_RaceAsian",cz11700_RaceAsian,46627.0,84.13,0.0107,53508,0.4039,0.8804,0.7973,0.1811,0.3449
"Lansing, MI_RaceBlack",cz11700_RaceBlack,27969.0,84.13,0.0563,53508,0.2373,0.8288,0.7709,0.1811,0.3449
"Lansing, MI_RaceWhite",cz11700_RaceWhite,50601.0,84.13,0.007,53508,0.4168,0.8879,0.8096,0.1811,0.3449
"Lansing, MI_RaceHispanic",cz11700_RaceHispanic,36358.0,84.13,0.015,53508,0.258,0.821,0.7991,0.1811,0.3449
"Lansing, MI_RaceNativeAmerican",cz11700_RaceNativeAmerican,32117.0,84.13,0.0202,53508,0.2544,0.8156,0.6662,0.1811,0.3449
"Tuscaloosa, AL_RaceAsian",cz10801_RaceAsian,34968.0,76.81,0.0166,43330,0.2972,0.7948,0.7504,0.2254,0.2481
"Tuscaloosa, AL_RaceBlack",cz10801_RaceBlack,23522.0,76.81,0.0302,43330,0.1933,0.7029,0.7626,0.2254,0.2481
"Tuscaloosa, AL_RaceWhite",cz10801_RaceWhite,47833.0,76.81,0.0066,43330,0.3502,0.8503,0.7658,0.2254,0.2481
"Tuscaloosa, AL_RaceHispanic",cz10801_RaceHispanic,31814.0,76.81,0.012,43330,0,0.8042,0.7028,0.2254,0.2481
"Tuscaloosa, AL_RaceNativeAmerican",cz10801_RaceNativeAmerican,23204.0,76.81,0.0,43330,0,0,0.5444,0.2254,0.2481
"Aberdeen, SD_RaceAsian",cz26605_RaceAsian,56491.0,84.84,0.0089,54227,0.399,0.9099,0.8514,0.1126,0.2613
"Aberdeen, SD_RaceBlack",cz26605_RaceBlack,0,84.84,0,54227,0,0,0,0.1126,0.2613
"Aberdeen, SD_RaceWhite",cz26605_RaceWhite,58484.0,84.84,0.0067,54227,0.4016,0.9112,0.857,0.1126,0.2613
"Aberdeen, SD_RaceHispanic",cz26605_RaceHispanic,36727.0,84.84,0.0024,54227,0,0,0.7198,0.1126,0.2613
"Aberdeen, SD_RaceNativeAmerican",cz26605_RaceNativeAmerican,23646.0,84.84,0.1297,54227,0.275,0.7801,0.81,0.1126,0.2613
"Fort Wayne, IN_RaceAsian",cz14100_RaceAsian,46526.0,83.43,0.0156,51710,0.3562,0.8741,0.8065,0.1435,0.2313
"Fort Wayne, IN_RaceBlack",cz14100_RaceBlack,24422.0,83.43,0.0707,51710,0.1983,0.7891,0.7869,0.1435,0.2313
"Fort Wayne, IN_RaceWhite",cz14100_RaceWhite,50449.0,83.43,0.0114,51710,0.3705,0.8843,0.8171,0.1435,0.2313
"Fort Wayne, IN_RaceHispanic",cz14100_RaceHispanic,37666.0,83.43,0.0201,51710,0.197,0.7626,0.7983,0.1435,0.2313
"Fort Wayne, IN_RaceNativeAmerican",cz14100_RaceNativeAmerican,40542.0,83.43,0.0194,51710,0,0.8803,0.8424,0.1435,0.2313
"Detroit, MI_RaceAsian",cz11600_RaceAsian,43874.0,82.23,0.0117,58530,0.3973,0.8797,0.77,0.1695,0.2922
"Detroit, MI_RaceBlack",cz11600_RaceBlack,25417.0,82.23,0.0393,58530,0.2099,0.8128,0.7453,0.1695,0.2922
"Detroit, MI_RaceWhite",cz11600_RaceWhite,50921.0,82.23,0.0059,58530,0.4293,0.896,0.7887,0.1695,0.2922
"Detroit, MI_RaceHispanic",cz11600_RaceHispanic,38478.0,82.23,0.0084,58530,0.2801,0.7984,0.7583,0.1695,0.2922
"Detroit, MI_RaceNativeAmerican",cz11600_RaceNativeAmerican,32111.0,82.23,0.0138,58530,0.2433,0.8132,0.6852,0.1695,0.2922
"Houston, TX_RaceAsian",cz32000_RaceAsian,44508.0,76.91,0.0183,66519,0.374,0.8327,0.7507,0.1598,0.2944
"Houston, TX_RaceBlack",cz32000_RaceBlack,28118.0,76.91,0.0516,66519,0.2321,0.7946,0.7715,0.1598,0.2944
"Houston, TX_RaceWhite",cz32000_RaceWhite,57478.0,76.91,0.0105,66519,0.4867,0.896,0.7714,0.1598,0.2944
"Houston, TX_RaceHispanic",cz32000_RaceHispanic,41399.0,76.91,0.0144,66519,0.1839,0.7287,0.7615,0.1598,0.2944
"Houston, TX_RaceNativeAmerican",cz32000_RaceNativeAmerican,42787.0,76.91,0.0069,66519,0.2145,0.8326,0.7421,0.1598,0.2944
"Madison, WI_RaceAsian",cz23100_RaceAsian,52767.0,85.5,0.0085,63958,0.4111,0.8997,0.8355,0.1262,0.4163
"Madison, WI_RaceBlack",cz23100_RaceBlack,26004.0,85.5,0.0872,63958,0.2259,0.763,0.7907,0.1262,0.4163
"Madison, WI_RaceWhite",cz23100_RaceWhite,55501.0,85.5,0.0061,63958,0.4165,0.9045,0.8442,0.1262,0.4163
"Madison, WI_RaceHispanic",cz23100_RaceHispanic,39932.0,85.5,0.0096,63958,0.2527,0.8255,0.8059,0.1262,0.4163
"Madison, WI_RaceNativeAmerican",cz23100_RaceNativeAmerican,31551.0,85.5,0.0495,63958,0.2249,0.8429,0.7744,0.1262,0.4163
"Bridgeport, CT_RaceAsian",cz20901_RaceAsian,52227.0,78.86,0.0108,79694,0.5319,0.9118,0.8079,0.1071,0.3757
"Bridgeport, CT_RaceBlack",cz20901_RaceBlack,31034.0,78.86,0.0533,79694,0.2781,0.8391,0.7967,0.1071,0.3757
"Bridgeport, CT_RaceWhite",cz20901_RaceWhite,59133.0,78.86,0.0051,79694,0.5743,0.93,0.822,0.1071,0.3757
"Bridgeport, CT_RaceHispanic",cz20901_RaceHispanic,37169.0,78.86,0.0258,79694,0.2845,0.8104,0.7977,0.1071,0.3757
"Bridgeport, CT_RaceNativeAmerican",cz20901_RaceNativeAmerican,33517.0,78.86,0.0291,79694,0.2376,0.7465,0.7671,0.1071,0.3757
"Peoria, IL_RaceAsian",cz23900_RaceAsian,48381.0,83.72,0.0105,56290,0.381,0.8947,0.8037,0.1291,0.2423
"Peoria, IL_RaceBlack",cz23900_RaceBlack,23837.0,83.72,0.0647,56290,0.1527,0.7809,0.7778,0.1291,0.2423
"Peoria, IL_RaceWhite",cz23900_RaceWhite,52024.0,83.72,0.0073,56290,0.3909,0.9011,0.8126,0.1291,0.2423
"Peoria, IL_RaceHispanic",cz23900_RaceHispanic,40618.0,83.72,0.0081,56290,0.2621,0.8632,0.8326,0.1291,0.2423
"Peoria, IL_RaceNativeAmerican",cz23900_RaceNativeAmerican,32235.0,83.72,0.018,56290,0,0.8709,0.794,0.1291,0.2423
"Huntsville, AL & TN_RaceAsian",cz6000_RaceAsian,40805.0,79.64,0.0142,57044,0.354,0.8427,0.757,0.1521,0.3068
"Huntsville, AL & TN_RaceBlack",cz6000_RaceBlack,26392.0,79.64,0.0437,57044,0.2217,0.7513,0.7872,0.1521,0.3068
"Huntsville, AL & TN_RaceWhite",cz6000_RaceWhite,45340.0,79.64,0.0092,57044,0.3761,0.8578,0.7608,0.1521,0.3068
"Huntsville, AL & TN_RaceHispanic",cz6000_RaceHispanic,37743.0,79.64,0.0039,57044,0.3361,0.8073,0.7483,0.1521,0.3068
"Huntsville, AL & TN_RaceNativeAmerican",cz6000_RaceNativeAmerican,46195.0,79.64,0.004,57044,0.3411,0.9278,0.7685,0.1521,0.3068
"Sheboygan, WI_RaceAsian",cz22400_RaceAsian,53168.0,88.66,0.0063,53902,0.3683,0.8902,0.8521,0.0945,0.2181
"Sheboygan, WI_RaceBlack",cz22400_RaceBlack,34386.0,88.66,0.0767,53902,0,0.4557,0.7408,0.0945,0.2181
"Sheboygan, WI_RaceWhite",cz22400_RaceWhite,54769.0,88.66,0.0058,53902,0.3712,0.8965,0.8579,0.0945,0.2181
"Sheboygan, WI_RaceHispanic",cz22400_RaceHispanic,37436.0,88.66,0.0144,53902,0.2783,0.7608,0.8379,0.0945,0.2181
"Sheboygan, WI_RaceNativeAmerican",cz22400_RaceNativeAmerican,44608.0,88.66,0.0505,53902,0,0,0.7615,0.0945,0.2181
"Honolulu, HI_RaceAsian",cz34701_RaceAsian,47594.0,79.21,0.0074,81279,0.3959,0.9319,0.8114,0.0949,0.3277
"Honolulu, HI_RaceBlack",cz34701_RaceBlack,35662.0,79.21,0.0296,81279,0.3562,0.8995,0.8094,0.0949,0.3277
"Honolulu, HI_RaceWhite",cz34701_RaceWhite,49244.0,79.21,0.0079,81279,0.4696,0.9294,0.7731,0.0949,0.3277
"Honolulu, HI_RaceHispanic",cz34701_RaceHispanic,42113.0,79.21,0.0086,81279,0.2482,0.9156,0.7949,0.0949,0.3277
"Honolulu, HI_RaceNativeAmerican",cz34701_RaceNativeAmerican,35686.0,79.21,0.0274,81279,0.2777,0.95,0.7927,0.0949,0.3277
"Richmond, VA_RaceAsian",cz2400_RaceAsian,42681.0,81.1,0.0211,65890,0.4163,0.8804,0.7913,0.128,0.3425
"Richmond, VA_RaceBlack",cz2400_RaceBlack,27663.0,81.1,0.0516,65890,0.2288,0.8106,0.7927,0.128,0.3425
"Richmond, VA_RaceWhite",cz2400_RaceWhite,53957.0,81.1,0.0079,65890,0.4845,0.9104,0.8061,0.128,0.3425
"Richmond, VA_RaceHispanic",cz2400_RaceHispanic,39344.0,81.1,0.011,65890,0.2673,0.8358,0.7768,0.128,0.3425
"Richmond, VA_RaceNativeAmerican",cz2400_RaceNativeAmerican,33656.0,81.1,0.0178,65890,0.4797,0.9428,0.7444,0.128,0.3425
"Austin, TX_RaceAsian",cz31201_RaceAsian,44004.0,76.89,0.018,69451,0.384,0.8599,0.7683,0.1404,0.4047
"Austin, TX_RaceBlack",cz31201_RaceBlack,27212.0,76.89,0.0689,69451,0.1813,0.8158,0.7892,0.1404,0.4047
"Austin, TX_RaceWhite",cz31201_RaceWhite,53835.0,76.89,0.0093,69451,0.4804,0.9086,0.7821,0.1404,0.4047
"Austin, TX_RaceHispanic",cz31201_RaceHispanic,37175.0,76.89,0.0218,69451,0.1888,0.7508,0.7869,0.1404,0.4047
"Austin, TX_RaceNativeAmerican",cz31201_RaceNativeAmerican,39275.0,76.89,0.0022,69451,0.2643,0.9206,0.7547,0.1404,0.4047
"Toms River, NJ_RaceAsian",cz19500_RaceAsian,55277.0,81.08,0.0066,81202,0.5275,0.9214,0.8014,0.0925,0.3582
"Toms River, NJ_RaceBlack",cz19500_RaceBlack,31643.0,81.08,0.0409,81202,0.2945,0.8772,0.7879,0.0925,0.3582
"Toms River, NJ_RaceWhite",cz19500_RaceWhite,59451.0,81.08,0.0044,81202,0.5413,0.929,0.8101,0.0925,0.3582
"Toms River, NJ_RaceHispanic",cz19500_RaceHispanic,44163.0,81.08,0.0117,81202,0.3633,0.8484,0.8025,0.0925,0.3582
"Toms River, NJ_RaceNativeAmerican",cz19500_RaceNativeAmerican,34180.0,81.08,0.0154,81202,0,0,0.6915,0.0925,0.3582
"Jackson, MI_RaceAsian",cz11500_RaceAsian,43621.0,85.44,0.0112,48270,0.3059,0.86,0.782,0.1632,0.1968
"Jackson, MI_RaceBlack",cz11500_RaceBlack,26198.0,85.44,0.0622,48270,0.2058,0.7938,0.7733,0.1632,0.1968
"Jackson, MI_RaceWhite",cz11500_RaceWhite,45654.0,85.44,0.0096,48270,0.3097,0.8648,0.7894,0.1632,0.1968
"Jackson, MI_RaceHispanic",cz11500_RaceHispanic,36405.0,85.44,0.0138,48270,0.241,0.796,0.7996,0.1632,0.1968
"Jackson, MI_RaceNativeAmerican",cz11500_RaceNativeAmerican,37359.0,85.44,0.0077,48270,0,0.9845,0.8021,0.1632,0.1968
"Columbia, TN_RaceAsian",cz5500_RaceAsian,39576.0,83.8,0.0176,45069,0.2599,0.8651,0.7671,0.1672,0.1576
"Columbia, TN_RaceBlack",cz5500_RaceBlack,25912.0,83.8,0.0781,45069,0.2352,0.7987,0.7856,0.1672,0.1576
"Columbia, TN_RaceWhite",cz5500_RaceWhite,42533.0,83.8,0.0114,45069,0.2654,0.8749,0.7756,0.1672,0.1576
"Columbia, TN_RaceHispanic",cz5500_RaceHispanic,36301.0,83.8,0.0005,45069,0.1697,0.7564,0.7499,0.1672,0.1576
"Columbia, TN_RaceNativeAmerican",cz5500_RaceNativeAmerican,31967.0,83.8,0.0,45069,0,0,0.7908,0.1672,0.1576
"Barrow, AK_RaceAsian",cz34113_RaceAsian,27309.0,47.8,0.0401,71548,0.0372,0.7983,0.7114,0.117,0.1282
"Barrow, AK_RaceBlack",cz34113_RaceBlack,0,47.8,0,71548,0,0,0,0.117,0.1282
"Barrow, AK_RaceWhite",cz34113_RaceWhite,43156.0,47.8,0.0724,71548,0,0.8628,0.7857,0.117,0.1282
"Barrow, AK_RaceHispanic",cz34113_RaceHispanic,0,47.8,0,71548,0,0,0,0.117,0.1282
"Barrow, AK_RaceNativeAmerican",cz34113_RaceNativeAmerican,25188.0,47.8,0.0358,71548,0.0331,0.7881,0.7038,0.117,0.1282
"Washington DC, DC & MD & VA_RaceAsian",cz11304_RaceAsian,49976.0,79.59,0.0123,101760,0.5159,0.9032,0.7903,0.0865,0.4937
"Washington DC, DC & MD & VA_RaceBlack",cz11304_RaceBlack,34516.0,79.59,0.0335,101760,0.309,0.8568,0.7909,0.0865,0.4937
"Washington DC, DC & MD & VA_RaceWhite",cz11304_RaceWhite,62887.0,79.59,0.0046,101760,0.6049,0.9335,0.8093,0.0865,0.4937
"Washington DC, DC & MD & VA_RaceHispanic",cz11304_RaceHispanic,46453.0,79.59,0.0067,101760,0.357,0.8132,0.8017,0.0865,0.4937
"Washington DC, DC & MD & VA_RaceNativeAmerican",cz11304_RaceNativeAmerican,38915.0,79.59,0.0159,101760,0.2584,0.887,0.7642,0.0865,0.4937
"Fredericksburg, VA_RaceAsian",cz11301_RaceAsian,47395.0,80.42,0.0161,84698,0.3818,0.9081,0.7831,0.084,0.331
"Fredericksburg, VA_RaceBlack",cz11301_RaceBlack,33246.0,80.42,0.0521,84698,0.2174,0.873,0.8104,0.084,0.331
"Fredericksburg, VA_RaceWhite",cz11301_RaceWhite,51884.0,80.42,0.011,84698,0.3989,0.9137,0.7849,0.084,0.331
"Fredericksburg, VA_RaceHispanic",cz11301_RaceHispanic,46703.0,80.42,0.0049,84698,0.4209,0.8712,0.8089,0.084,0.331
"Fredericksburg, VA_RaceNativeAmerican",cz11301_RaceNativeAmerican,41590.0,80.42,0.0179,84698,0,0,0.7509,0.084,0.331
"Mount Pleasant, MI_RaceAsian",cz11800_RaceAsian,43853.0,85.78,0.0089,40056,0.2684,0.8509,0.7811,0.2604,0.2191
"Mount Pleasant, MI_RaceBlack",cz11800_RaceBlack,30777.0,85.78,0.0306,40056,0,0.8822,0.7086,0.2604,0.2191
"Mount Pleasant, MI_RaceWhite",cz11800_RaceWhite,44976.0,85.78,0.0083,40056,0.2756,0.8532,0.7931,0.2604,0.2191
"Mount Pleasant, MI_RaceHispanic",cz11800_RaceHispanic,34961.0,85.78,0.0058,40056,0.1325,0.838,0.7563,0.2604,0.2191
"Mount Pleasant, MI_RaceNativeAmerican",cz11800_RaceNativeAmerican,51158.0,85.78,0.0482,40056,0.0362,0.7223,0.5249,0.2604,0.2191
"Pearland, TX_RaceAsian",cz31900_RaceAsian,48061.0,77.57,0.0147,67080,0.3281,0.8398,0.7699,0.1252,0.2517
"Pearland, TX_RaceBlack",cz31900_RaceBlack,30377.0,77.57,0.0475,67080,0.1869,0.796,0.7933,0.1252,0.2517
"Pearland, TX_RaceWhite",cz31900_RaceWhite,55879.0,77.57,0.0117,67080,0.3795,0.8802,0.7827,0.1252,0.2517
"Pearland, TX_RaceHispanic",cz31900_RaceHispanic,43686.0,77.57,0.0123,67080,0.191,0.743,0.7875,0.1252,0.2517
"Pearland, TX_RaceNativeAmerican",cz31900_RaceNativeAmerican,51250.0,77.57,0.0,67080,0,0.7739,0.7772,0.1252,0.2517
"Marshalltown, IA_RaceAsian",cz21900_RaceAsian,51723.0,83.41,0.0063,53757,0.3602,0.899,0.8367,0.1051,0.1908
"Marshalltown, IA_RaceBlack",cz21900_RaceBlack,30139.0,83.41,0.0447,53757,0,0,0.7713,0.1051,0.1908
"Marshalltown, IA_RaceWhite",cz21900_RaceWhite,54328.0,83.41,0.0057,53757,0.3741,0.9041,0.85,0.1051,0.1908
"Marshalltown, IA_RaceHispanic",cz21900_RaceHispanic,38340.0,83.41,0.0132,53757,0.0959,0.7579,0.7852,0.1051,0.1908
"Marshalltown, IA_RaceNativeAmerican",cz21900_RaceNativeAmerican,22955.0,83.41,0.0328,53757,0.0735,0.8213,0.786,0.1051,0.1908
"Rochester, MN_RaceAsian",cz21701_RaceAsian,57476.0,85.89,0.0055,67385,0.3978,0.887,0.8483,0.0936,0.3354
"Rochester, MN_RaceBlack",cz21701_RaceBlack,27646.0,85.89,0.0679,67385,0.0719,0.9121,0.7207,0.0936,0.3354
"Rochester, MN_RaceWhite",cz21701_RaceWhite,59357.0,85.89,0.0046,67385,0.404,0.8897,0.8567,0.0936,0.3354
"Rochester, MN_RaceHispanic",cz21701_RaceHispanic,42233.0,85.89,0.0181,67385,0.1942,0.7691,0.7992,0.0936,0.3354
"Rochester, MN_RaceNativeAmerican",cz21701_RaceNativeAmerican,50239.0,85.89,0.0626,67385,0,0.7514,0.5375,0.0936,0.3354
"Trinidad, CO_RaceAsian",cz28503_RaceAsian,40112.0,72.01,0.0184,40984,0.2975,0.8506,0.7684,0.1515,0.2083
"Trinidad, CO_RaceBlack",cz28503_RaceBlack,0,72.01,0,40984,0,0,0,0.1515,0.2083
"Trinidad, CO_RaceWhite",cz28503_RaceWhite,47753.0,72.01,0.0131,40984,0.4089,0.879,0.7946,0.1515,0.2083
"Trinidad, CO_RaceHispanic",cz28503_RaceHispanic,35557.0,72.01,0.0257,40984,0.1918,0.8322,0.7651,0.1515,0.2083
"Trinidad, CO_RaceNativeAmerican",cz28503_RaceNativeAmerican,0,72.01,0,40984,0,0,0,0.1515,0.2083
"International Falls, MN_RaceAsian",cz26004_RaceAsian,49503.0,85.79,0.0068,44779,0.274,0.9208,0.8206,0.1698,0.1826
"International Falls, MN_RaceBlack",cz26004_RaceBlack,0,85.79,0,44779,0,0,0,0.1698,0.1826
"International Falls, MN_RaceWhite",cz26004_RaceWhite,50923.0,85.79,0.0063,44779,0.274,0.9223,0.8312,0.1698,0.1826
"International Falls, MN_RaceHispanic",cz26004_RaceHispanic,47686.0,85.79,0,44779,0,0,0.8294,0.1698,0.1826
"International Falls, MN_RaceNativeAmerican",cz26004_RaceNativeAmerican,20789.0,85.79,0.0273,44779,0,0,0.565,0.1698,0.1826
"Washington, IN_RaceAsian",cz12800_RaceAsian,47832.0,85.09,0.0112,54607,0.323,0.8747,0.8149,0.1121,0.1789
"Washington, IN_RaceBlack",cz12800_RaceBlack,31898.0,85.09,0.058,54607,0,0,0.8202,0.1121,0.1789
"Washington, IN_RaceWhite",cz12800_RaceWhite,48684.0,85.09,0.0111,54607,0.3223,0.8746,0.8196,0.1121,0.1789
"Washington, IN_RaceHispanic",cz12800_RaceHispanic,42573.0,85.09,0.0191,54607,0,0.9676,0.7784,0.1121,0.1789
"Washington, IN_RaceNativeAmerican",cz12800_RaceNativeAmerican,0,85.09,0,54607,0,0,0,0.1121,0.1789
"Baker, MT_RaceAsian",cz26402_RaceAsian,58739.0,81,0.0011,49490,0.5314,0.8782,0.761,0.0694,0.1476
"Baker, MT_RaceBlack",cz26402_RaceBlack,0,81,0,49490,0,0,0,0.0694,0.1476
"Baker, MT_RaceWhite",cz26402_RaceWhite,59551.0,81,0.0,49490,0,0.8806,0.7734,0.0694,0.1476
"Baker, MT_RaceHispanic",cz26402_RaceHispanic,0,81,0,49490,0,0,0,0.0694,0.1476
"Baker, MT_RaceNativeAmerican",cz26402_RaceNativeAmerican,0,81,0,49490,0,0,0,0.0694,0.1476
"Poplar Bluff, MO_RaceAsian",cz25702_RaceAsian,35329.0,71.96,0.0189,35790,0.2355,0.8269,0.7311,0.2223,0.1369
"Poplar Bluff, MO_RaceBlack",cz25702_RaceBlack,23676.0,71.96,0.1017,35790,0,0.7601,0.718,0.2223,0.1369
"Poplar Bluff, MO_RaceWhite",cz25702_RaceWhite,36817.0,71.96,0.0158,35790,0.2405,0.8327,0.7408,0.2223,0.1369
"Poplar Bluff, MO_RaceHispanic",cz25702_RaceHispanic,31821.0,71.96,0.028,35790,0,0.8143,0.7974,0.2223,0.1369
"Poplar Bluff, MO_RaceNativeAmerican",cz25702_RaceNativeAmerican,32856.0,71.96,0.0037,35790,0,0,0.6301,0.2223,0.1369
"Mason, TX_RaceAsian",cz31304_RaceAsian,47684.0,76.01,0.0259,40027,0,0.7539,0.7593,0.1587,0.2316
"Mason, TX_RaceBlack",cz31304_RaceBlack,0,76.01,0,40027,0,0,0,0.1587,0.2316
"Mason, TX_RaceWhite",cz31304_RaceWhite,59289.0,76.01,0.0299,40027,0,0,0.7618,0.1587,0.2316
"Mason, TX_RaceHispanic",cz31304_RaceHispanic,23729.0,76.01,0,40027,0,0,0.7293,0.1587,0.2316
"Mason, TX_RaceNativeAmerican",cz31304_RaceNativeAmerican,0,76.01,0,40027,0,0,0,0.1587,0.2316
"York, NE_RaceAsian",cz27902_RaceAsian,58507.0,86.73,0.0054,53833,0.4024,0.9,0.8461,0.0942,0.2485
"York, NE_RaceBlack",cz27902_RaceBlack,0,86.73,0,53833,0,0,0,0.0942,0.2485
"York, NE_RaceWhite",cz27902_RaceWhite,60012.0,86.73,0.005,53833,0.4116,0.9017,0.8518,0.0942,0.2485
